"","Year","Hospital.Name","Hospital.County","Cesarean Births","Forceps Delivery","Total Births","Low/Outlet Forceps Delivery","Mid Forceps Delivery","Internal Fetal Monitoring","External Fetal Monitoring","Induction - Artificial Rupture of Membranes","Induction - Medicinal","Augmented Labor","Analgesia","Attended by Licensed Midwife","Vaginal Births","Vaginal Birth After Prior Cesarean","Total Births After Prior Cesarean","Breech Births Delivered Vaginally","Episiotomy","General Anesthesia (Vaginal)","Spinal Anesthesia (Vaginal)","Epidural Anesthesia","Local/Other Anesthesia","Paracervical Anesthesia","Pudendal Anesthesia","Primary Cesarean","Repeat Cesarean","General Anesthesia (Cesarean)","Spinal Anesthesia (Cesarean)","Epidural/Local Anesthesia","Fed Any Breast Milk","Fed Exclusively Breast Milk","Breast Fed Infants Supplemented w/Formula","X","ID","State","lon","lat"
"119","2008","North Central Bronx Hospital","BRONX",278,9,1748,NA,NA,363,1304,134,285,315,NA,1379,1470,53,132,1,66,11,34,495,222,0,1,199,79,17,184,73,1566,958,608,83,83," NY",-73.8810825,40.8805787
"120","2008","Maimonides Medical Center","KINGS",1527,29,7378,NA,NA,893,5304,343,764,1320,NA,1198,5781,191,557,17,1410,14,149,3579,693,2,10,1162,365,66,906,537,4422,1947,2475,59,59," NY",-73.9986929,40.6396041
"121","2008","Brookdale Hospital Medical Center","KINGS",522,6,1674,NA,NA,417,1093,84,196,449,NA,355,1151,34,175,13,87,6,16,527,128,0,0,382,140,95,228,191,1132,203,929,12,12," NY",-73.9145464,40.6549753
"122","2008","Brooklyn Hospital Center - Downtown Campus","KINGS",972,6,2643,NA,NA,16,1299,39,48,25,NA,29,1670,23,264,4,85,4,23,305,254,0,0,731,241,81,711,163,2052,228,1824,14,14," NY",-73.9780268,40.6909388
"123","2008","Long Island College Hospital","KINGS",802,2,2089,NA,NA,408,1937,393,541,476,NA,179,1285,32,241,5,175,7,13,732,215,0,0,593,209,35,442,318,1616,488,1128,56,56," NY",-73.997247,40.689321
"124","2008","Coney Island Hospital","KINGS",475,11,1291,NA,NA,333,861,78,204,402,NA,369,816,0,37,1,146,8,13,408,131,1,1,438,37,30,309,130,1198,107,1091,26,26," NY",-73.9648753,40.5855566
"125","2008","Kings County Hospital Center","KINGS",756,8,2645,NA,NA,757,2510,329,381,456,NA,476,1873,57,289,9,240,2,23,598,467,0,0,524,232,42,585,116,1519,383,1136,49,49," NY",-73.9447005,40.6565954
"126","2008","New York Methodist Hospital","KINGS",1887,11,5308,NA,NA,893,4661,593,434,866,NA,436,3419,25,236,13,525,8,222,2086,164,0,0,1676,211,51,1091,694,4604,1284,3320,76,76," NY",-73.9791299,40.6678362
"127","2008","Wyckoff Heights Medical Center","KINGS",478,1,1635,NA,NA,289,1482,1,136,258,NA,2,1157,0,0,4,249,4,9,362,245,0,1,478,0,29,378,65,1106,18,1088,145,145," NY",-73.9174728,40.7042422
"128","2008","University Hospital of Brooklyn","KINGS",739,1,1770,NA,NA,231,1187,203,286,286,NA,1,1027,7,145,3,164,2,34,561,80,0,0,601,138,28,363,209,1122,76,1046,136,136," NY",-73.9453265,40.6549969
"129","2008","New York Downtown Hospital","NEW YORK",623,5,2358,NA,NA,18,1821,153,288,228,NA,0,1680,25,111,2,551,65,20,639,319,0,0,538,85,27,375,167,1175,195,980,74,74," NY",-74.0072917,40.710394
"130","2008","Bellevue Hospital Center","NEW YORK",461,22,1892,NA,NA,278,1510,242,311,426,NA,696,1429,45,158,10,52,1,2,758,350,1,6,348,113,33,75,345,1606,376,1230,7,7," NY",-73.9762044,40.7396865
"131","2008","Beth Israel Medical Center/Petrie Campus","NEW YORK",1090,7,3793,NA,NA,550,2827,335,369,1150,NA,326,2678,21,151,6,594,10,12,1923,315,1,0,960,130,34,573,458,3391,911,2480,9,9," NY",-73.9825649,40.7333501
"132","2008","Harlem Hospital Center","NEW YORK",420,0,1194,NA,NA,4,1184,101,116,295,NA,56,774,37,204,2,107,137,0,337,56,0,0,253,167,61,223,136,851,574,277,43,43," NY",-73.9395087,40.8143104
"133","2008","Lenox Hill Hospital","NEW YORK",1498,22,3682,NA,NA,16,2892,905,66,456,NA,2,2180,12,112,3,538,0,1154,727,26,0,0,1398,100,10,1380,78,3608,3291,317,53,53," NY",-73.9609812,40.7739364
"134","2008","Metropolitan Hospital Center","NEW YORK",466,38,1747,NA,NA,373,1493,196,200,450,NA,528,1276,48,221,5,165,20,17,462,345,0,2,293,173,40,323,99,1196,253,943,66,66," NY",-73.9443993,40.7848889
"135","2008","Mount Sinai Hospital","NEW YORK",2032,187,6094,NA,NA,239,5975,712,1218,1261,NA,413,4020,104,634,45,759,7,115,3304,271,0,4,1502,530,47,1247,732,4777,2457,2320,70,70," NY",-73.9524454,40.7899484
"136","2008","New York Presbyterian Hospital - New York Weill Cornell Center","NEW YORK",2236,27,5493,NA,NA,288,1269,228,402,336,NA,7,3149,12,117,12,1626,4,49,2941,35,0,0,2131,105,9,1752,421,2714,901,1813,79,79," NY",-73.9542869,40.7643076
"137","2008","SVCMC-St Vincents Manhattan","NEW YORK",454,3,1556,NA,NA,12,1500,27,5,6,NA,156,1101,5,62,8,237,2,12,1065,5,0,0,397,57,9,385,54,1108,641,467,131,131," NY",-74.0010379,40.7375843
"138","2008","NYU Hospitals Center","NEW YORK",1550,81,4785,NA,NA,370,4357,1263,729,1597,NA,37,3234,173,577,6,576,32,24,2781,243,0,4,1146,404,18,64,1465,4216,4101,115,88,88," NY",-73.9815497,40.7459158
"139","2008","New York Presbyterian Hospital - Columbia Presbyterian Center","NEW YORK",1827,41,4526,NA,NA,143,3278,452,752,582,NA,0,2673,42,449,20,192,10,175,1958,134,0,0,1420,407,94,1041,640,3560,1285,2275,78,78," NY",-73.9441736,40.8417607
"140","2008","St Lukes Roosevelt Hospital Center - Roosevelt Hospital Division","NEW YORK",1757,29,6203,NA,NA,612,3392,396,902,1146,NA,496,4380,62,196,9,357,13,177,2566,586,0,1,1623,134,29,723,940,4406,3231,1175,124,124," NY",-73.961459,40.8054014
"141","2008","Elmhurst Hospital Center","QUEENS",1124,28,3980,NA,NA,429,3164,484,493,596,NA,70,2847,46,382,10,112,19,32,1335,659,0,1,788,336,51,664,384,3161,91,3070,34,34," NY",-73.8860322,40.7446774
"142","2008","Flushing Hospital Medical Center","QUEENS",1029,6,2518,NA,NA,194,2386,52,269,496,NA,1,1487,26,368,2,760,1,167,823,341,0,0,687,342,21,778,222,1657,1152,505,37,37," NY",-73.8167251,40.7556511
"143","2008","Jamaica Hospital Medical Center","QUEENS",1166,6,2845,NA,NA,151,1258,276,180,211,NA,856,1678,3,122,4,147,0,25,321,383,1,2,1047,119,64,884,207,2385,10,2375,48,48," NY",-73.8167613,40.7010611
"144","2008","Long Island Jewish Medical Center","QUEENS",2269,34,5346,NA,NA,46,5265,168,748,1337,NA,3,3071,54,860,3,905,6,12,2435,248,0,1,1463,806,95,1555,613,3808,2229,1579,57,57," NY",-73.7069314,40.7555112
"145","2009","St Peters Hospital","ALBANY",908,7,2676,6,1,49,2640,1439,160,1062,841,334,1766,46,381,9,55,5,5,1150,137,0,1,573,335,12,583,305,1899,1703,196,126,126," NY",-73.8038346,42.6559038
"146","2008","Queens Hospital Center","QUEENS",712,12,2142,NA,NA,766,1736,696,226,360,NA,0,1423,24,246,2,83,0,13,627,403,0,1,490,222,34,507,167,931,839,92,99,99," NY",-73.8045894,40.7169282
"147","2008","St. Johns Queens","QUEENS",446,1,1225,NA,NA,208,1023,0,0,0,NA,1,778,1,3,4,271,42,5,439,178,1,2,444,2,38,275,131,1029,442,587,127,127," NY",-73.7942112,40.7220627
"148","2008","Richmond University Medical Center","RICHMOND",1432,3,2959,NA,NA,165,2610,526,1464,128,NA,10,1525,8,448,3,705,2,33,1357,45,0,0,992,440,39,998,390,1471,759,712,101,101," NY",-74.1059933,40.6357678
"149","2008","St Johns Episcopal Hospital So Shore","QUEENS",347,2,848,NA,NA,53,752,9,22,13,NA,12,501,13,123,6,91,1,2,174,91,0,0,237,110,8,277,60,553,247,306,121,121," NY",-73.7548578,40.5986319
"150","2008","Forest Hills Hospital","QUEENS",569,3,2025,NA,NA,260,1769,444,383,677,NA,15,1448,25,182,5,309,6,20,1138,105,0,0,412,157,25,328,209,1211,70,1141,38,38," NY",-73.8448469,40.718106
"151","2008","New York Hospital Medical Center   of Queens","QUEENS",1394,34,3838,NA,NA,580,3629,586,221,1190,NA,3,2442,27,375,9,627,7,45,1837,291,0,0,1046,348,30,595,767,2280,115,2165,75,75," NY",-73.8254109,40.7454597
"152","2008","Woodhull Medical & Mental Health Center","KINGS",618,1,2135,NA,NA,408,1597,158,399,360,NA,1382,1493,40,218,4,83,9,9,561,364,0,0,440,178,58,353,205,1284,549,735,144,144," NY",-73.9430003,40.6994152
"153","2008","Staten Island University Hosp-North","RICHMOND",697,3,2915,NA,NA,62,2613,35,488,435,NA,95,2217,97,336,17,387,2,40,1659,169,1,0,458,239,24,523,138,2181,1288,893,128,128," NY",-74.1502007,40.5795317
"154","2008","Montefiore Med Center - Jack D Weiler Hosp of A Einstein College Div","BRONX",1780,5,5121,NA,NA,5,5069,9,432,0,NA,52,3337,65,669,9,131,2,166,2267,331,1,6,1176,604,56,865,858,4070,1410,2660,68,68," NY",-73.8460728,40.8486869
"155","2008","Millard Fillmore Suburban Hospital","ERIE",934,24,2599,24,0,407,2585,21,805,929,299,1,1665,37,470,2,372,3,3,1406,142,0,0,501,433,40,635,259,1878,1849,29,67,67," NY",-78.7301975,42.993969
"156","2008","New York Presbyterian Hospital - Allen Pavilion","NEW YORK",865,6,2374,NA,NA,217,1189,108,246,238,NA,83,1508,21,177,0,92,14,39,908,206,0,1,709,156,45,492,316,2294,36,2258,77,77," NY",-73.9148792,40.8730577
"157","2009","Auburn Memorial Hospital","CAYUGA",92,1,414,1,0,15,407,197,62,82,283,185,321,0,44,0,86,0,3,99,51,0,3,48,44,6,74,12,246,192,54,5,5," NY",-76.5660529,42.9317335
"158","2009","Albany Medical Center Hospital","ALBANY",1008,54,2246,47,7,280,2229,241,471,652,632,1,1236,50,428,11,186,3,109,878,36,2,5,630,378,44,715,249,1207,489,718,2,2," NY",-73.7771411,42.6536483
"159","2009","Memorial Hosp of Wm F & Gertrude F Jones A/K/A Jones Memorial Hosp","ALLEGANY",114,1,355,1,0,16,298,24,129,149,147,76,241,0,61,1,18,0,4,83,29,0,0,53,61,10,96,6,253,213,40,63,63," NY",-77.9505441,42.1224097
"160","2009","Our Lady of Lourdes Memorial Hospital Inc","BROOME",405,12,1177,11,1,28,1165,233,203,199,611,153,772,2,174,0,172,2,8,261,179,0,0,233,172,3,329,73,888,809,79,94,94," NY",-75.9362283,42.0915013
"161","2009","United Health Services Hospitals Inc. - Wilson Medical Center","BROOME",592,4,1598,3,1,57,1586,185,507,418,845,190,1004,21,292,2,183,4,0,456,227,0,0,321,271,59,468,61,996,855,141,133,133," NY",-75.9583893,42.1142391
"162","2009","Olean General Hospital","CATTARAUGUS",237,19,772,17,2,69,747,195,220,170,206,260,535,0,125,0,215,0,3,322,50,0,0,112,125,10,185,42,515,456,59,89,89," NY",-78.4277827,42.0902702
"163","2009","Brooks Memorial Hospital","CHAUTAUQUA",262,4,753,2,2,30,746,160,160,319,634,0,491,1,112,0,134,13,3,309,44,0,0,151,111,22,204,36,457,331,126,15,15," NY",-79.334641,42.4799884
"164","2009","Woman's Christian Association","CHAUTAUQUA",231,0,637,0,0,6,634,103,167,49,334,0,406,1,118,1,71,5,0,162,124,0,0,114,117,17,195,19,411,378,33,142,142," NY",-79.2336184,42.0915449
"165","2009","Arnot Ogden Medical Center","CHEMUNG",492,4,1444,4,0,351,1072,13,391,357,1353,534,952,30,245,6,42,3,11,647,98,0,0,277,215,27,386,79,877,785,92,4,4," NY",-76.8268806,42.1009135
"166","2009","Chenango Memorial Hospital Inc","CHENANGO",64,0,265,0,0,28,263,5,68,40,155,0,201,1,34,1,6,0,22,0,80,0,1,31,33,7,56,1,193,174,19,21,21," NY",-75.5278844,42.5411751
"167","2009","Champlain Valley Physicians Hospital Medical Center","CLINTON",289,9,958,8,1,316,859,287,244,209,246,319,668,10,116,2,102,9,6,330,68,31,3,183,106,20,196,70,708,640,68,20,20," NY",-73.470012,44.7014924
"168","2009","Columbia Memorial Hospital","COLUMBIA",151,0,481,0,0,0,478,53,80,149,191,18,329,6,69,0,37,0,111,0,0,0,0,88,63,4,144,0,283,232,51,23,23," NY",-73.7796082,42.2463701
"169","2009","Cortland Regional Medical Center Inc","CORTLAND",173,0,549,0,0,23,515,98,145,88,195,94,375,0,82,0,22,0,9,143,32,0,0,91,82,14,141,18,386,371,15,28,28," NY",-76.187635,42.608842
"170","2009","Vassar Brothers Medical Center","DUTCHESS",1046,2,2661,1,1,42,2651,95,463,515,1344,6,1613,63,521,2,439,3,3,221,43,0,21,588,458,48,730,251,1922,1412,510,137,137," NY",-73.935626,41.6933485
"171","2009","University Hospital","SUFFOLK",1468,10,3920,9,1,359,2799,256,422,784,415,622,2353,65,741,4,124,34,25,1670,145,0,0,792,676,46,902,491,2138,761,1377,135,135," NY",-74.4802507,40.6794061
"172","2009","Northern Dutchess Hospital","DUTCHESS",210,13,766,13,0,11,760,46,140,327,214,373,553,11,84,3,56,0,35,14,223,0,1,137,73,4,195,10,643,616,27,85,85," NY",-73.9128078,41.9356016
"173","2009","Women And Children's Hospital Of Buffalo","ERIE",1311,0,3175,0,0,522,3000,105,711,949,567,329,1859,30,499,11,11,2,6,1174,180,0,1,842,469,171,794,345,1532,1212,320,143,143," NY",-78.8751475,42.9098851
"174","2009","Sisters of Charity Hospital","ERIE",935,30,2939,27,3,272,2868,217,907,1188,1758,43,2001,57,458,11,609,3,9,1555,212,0,1,534,401,40,656,237,1714,1568,146,109,109," NY",-78.848085,42.9284109
"175","2009","Adirondack Medical Center-Saranac Lake Site","FRANKLIN",93,1,181,1,0,8,180,37,31,22,64,46,88,0,45,0,14,0,2,0,43,0,0,48,45,4,88,0,137,119,18,1,1," NY",-74.1312867,44.3294896
"176","2009","Alice Hyde Medical Center","FRANKLIN",102,0,276,0,0,129,257,61,73,112,196,0,174,1,36,1,21,0,5,100,32,0,0,67,35,12,64,23,139,119,20,3,3," NY",-74.2999876,44.8554151
"177","2009","Highland Hospital","MONROE",860,43,3165,43,0,413,2624,66,827,1321,2632,546,2302,82,455,6,192,6,26,1541,309,0,0,487,373,36,588,236,2451,2067,384,44,44," NY",-77.6061769,43.1356875
"178","2009","Nathan Littauer Hospital","FULTON",166,0,418,0,0,26,413,34,69,114,228,104,248,0,73,0,58,1,7,99,37,0,0,93,73,1,152,13,229,202,27,73,73," NY",-74.3319185,43.0715875
"179","2009","United Memorial Medical Center North Street Campus","GENESEE",155,1,524,1,0,4,519,33,80,142,5,203,369,10,79,0,139,1,6,239,45,0,0,86,69,7,127,21,338,316,22,134,134," NY",-78.1787505,43.0054757
"180","2009","Samaritan Medical Center","JEFFERSON",331,4,1502,4,0,0,1493,2,339,428,1121,480,1170,29,161,0,88,1,1,780,70,0,0,199,132,23,231,77,1014,926,88,105,105," NY",-75.9144928,43.9648367
"181","2009","Carthage Area Hospital Inc","JEFFERSON",115,1,417,1,0,14,344,64,91,80,281,119,301,7,57,1,52,4,2,100,30,0,0,65,50,19,75,20,285,261,24,17,17," NY",-75.5940464,43.9871213
"182","2009","Lewis County General Hospital","LEWIS",106,0,288,0,0,66,274,49,69,70,181,0,181,0,37,0,86,2,92,3,32,1,1,69,37,9,96,0,188,179,9,54,54," NY",-75.4995852,43.7958179
"183","2009","Nicholas H Noyes Memorial Hospital","LIVINGSTON",92,0,317,0,0,46,297,10,77,83,229,0,225,0,23,0,62,2,5,89,85,0,0,69,23,9,51,32,205,179,26,82,82," NY",-77.699907,42.5528296
"184","2009","Oneida Healthcare Center","MADISON",149,2,496,1,1,34,486,240,143,153,181,0,346,1,62,0,176,0,2,33,206,0,0,88,61,11,133,5,301,237,64,90,90," NY",-75.6537588,43.0775315
"185","2009","Community Memorial Hospital Inc","MADISON",45,0,167,0,0,42,153,15,41,31,90,28,120,1,23,0,22,0,3,47,39,0,0,23,22,5,37,3,135,130,5,24,24," NY",-75.5457427,42.8126129
"186","2009","Strong Memorial Hospital","MONROE",1131,30,3048,26,4,213,2224,213,918,453,2224,1,1915,64,498,19,98,2,20,1346,117,0,2,697,434,110,799,216,1734,1447,287,130,130," NY",-77.6256413,43.122593
"187","2009","Rochester General Hospital","MONROE",855,7,2518,6,1,258,1902,24,569,360,2178,411,1662,4,321,4,210,2,7,1149,132,0,0,538,317,49,684,117,1776,1585,191,102,102," NY",-77.5878398,43.1924948
"188","2009","Lakeside Memorial Hospital","MONROE",60,0,208,0,0,11,164,8,56,87,120,57,148,2,21,1,12,1,0,37,40,0,0,41,19,2,43,12,141,112,29,51,51," NY",-78.1916212,43.2385621
"189","2009","The Unity Hospital of Rochester","MONROE",394,9,1276,9,0,292,1062,23,474,523,1101,12,879,21,178,0,106,3,4,509,140,0,0,237,157,39,279,76,848,628,220,132,132," NY",-77.7052192,43.1925238
"190","2009","St Marys Hospital at Amsterdam","MONTGOMERY",191,0,520,0,0,19,503,9,43,227,40,0,326,4,85,0,34,0,0,170,41,0,0,110,81,6,139,45,303,200,103,125,125," NY",-74.186919,42.9590091
"191","2009","Winthrop-University Hospital","NASSAU",1882,7,4467,6,1,216,4379,408,449,748,284,24,2568,1,672,0,476,5,72,2152,166,0,0,1211,671,31,1438,399,3148,792,2356,141,141," NY",-73.643129,40.7407591
"192","2009","Mercy Medical Center","NASSAU",648,2,1343,2,0,224,837,147,139,295,180,55,694,6,244,0,285,2,1,524,91,0,0,410,238,30,448,170,915,615,300,65,65," NY",-73.6314088,40.6874502
"193","2009","South Nassau Communities Hospital","NASSAU",715,0,1727,0,0,127,1191,210,275,386,252,45,1009,2,320,2,302,11,12,707,164,1,0,397,318,23,526,155,1168,650,518,112,112," NY",-73.6304234,40.6518657
"194","2009","Nassau University Medical Center","NASSAU",616,2,2029,0,2,424,1746,390,300,694,494,84,1409,42,307,3,286,50,5,604,318,0,0,351,265,62,409,140,1652,496,1156,72,72," NY",-73.5540616,40.7272159
"195","2009","North Shore University Hospital","NASSAU",2607,27,6090,17,10,711,5880,603,1122,1604,1431,1,3480,59,1087,14,888,5,29,3018,210,0,2,1579,1028,82,1532,978,4625,3533,1092,84,84," NY",-73.7012035,40.7754975
"196","2009","Plainview Hospital","NASSAU",611,0,1311,0,0,109,1225,194,310,319,170,86,696,10,253,0,209,3,7,551,76,0,0,368,243,9,431,165,944,788,156,97,97," NY",-73.4787902,40.7749323
"197","2009","Eastern Niagara Hospital - Lockport Division","NIAGARA",191,0,414,0,0,0,404,27,78,90,235,75,220,0,77,0,92,0,2,59,61,0,0,114,77,21,153,16,227,193,34,30,30," NY",-78.6903098,43.1706128
"198","2009","Niagara Falls Memorial Medical Center","NIAGARA",253,0,452,0,0,73,354,44,68,116,143,0,197,4,97,1,45,0,0,76,20,0,0,160,93,48,175,30,219,123,96,81,81," NY",-79.0495359,43.0934707
"199","2009","Mount St Marys Hospital and Health Center","NIAGARA",167,0,422,0,0,26,413,35,92,224,225,0,255,3,82,1,64,0,6,169,41,0,1,88,79,25,109,33,263,238,25,71,71," NY",-79.0330756,43.1537841
"200","2009","Eastern Niagara Hospital - Newfane Division","NIAGARA",24,1,86,1,0,4,77,19,33,12,63,1,62,1,11,0,10,0,4,33,5,0,0,14,10,4,17,3,49,44,5,31,31," NY",-78.7092799,43.2884617
"201","2009","Rome Memorial Hospital, Inc","ONEIDA",156,0,659,0,0,6,613,122,146,103,259,399,503,0,77,1,46,0,4,222,153,0,0,79,77,13,131,12,369,324,45,NA,NA,NA,NA,NA
"202","2009","Faxton-St Lukes Healthcare St Lukes Division","ONEIDA",844,2,2128,2,0,264,1965,276,455,379,713,0,1283,20,394,3,321,6,52,716,191,0,0,470,374,61,602,172,1212,818,394,36,36," NY",-75.2766254,43.096879
"203","2009","Glens Falls Hospital","WARREN",503,1,1432,1,0,287,1417,51,341,776,862,758,927,0,185,0,110,0,167,466,90,0,0,318,185,15,415,70,990,905,85,40,40," NY",-73.6440058,43.3095164
"204","2009","Community-General Hospital of Greater Syracuse","ONONDAGA",240,1,933,1,0,54,931,344,218,235,548,354,693,1,102,1,59,0,161,273,159,0,0,139,101,13,202,25,646,646,0,25,25," NY",-76.1474244,43.0481221
"205","2009","St Josephs Hospital Health Center","ONONDAGA",721,0,1993,0,0,23,1993,46,424,286,725,225,1271,7,311,2,142,4,8,607,345,0,0,417,304,71,585,65,1312,1226,86,122,122," NY",-75.9689088,41.1438275
"206","2009","Geneva General Hospital","ONTARIO",169,14,605,14,0,116,547,122,124,144,325,0,432,6,72,2,12,0,3,211,81,0,0,103,66,4,139,26,409,356,53,39,39," NY",-76.988942,42.8770578
"207","2009","F F Thompson Hospital","ONTARIO",144,12,619,12,0,55,542,19,171,156,188,0,475,22,83,4,39,0,0,283,89,0,0,83,61,17,77,50,457,439,18,35,35," NY",-77.28973,42.876232
"208","2009","Orange Regional Medical Center-Middletown Campus","ORANGE",553,0,1569,0,0,99,1212,433,166,192,465,95,1015,4,234,2,94,21,17,430,178,0,0,323,230,24,353,115,1241,927,314,92,92," NY",-74.3682079,41.4420519
"209","2009","St Luke's Cornwall Hospital/Newburgh","ORANGE",410,0,1207,0,0,71,1203,9,136,188,597,108,797,27,205,1,136,2,10,437,131,0,1,232,178,26,277,105,806,304,502,123,123," NY",-74.0149005,41.5037064
"210","2009","St Anthony Community Hospital","ORANGE",310,0,565,0,0,7,555,140,73,182,30,0,254,1,139,0,106,0,0,194,20,0,0,172,138,7,86,217,463,299,164,115,115," NY",-74.357556,41.2612731
"211","2009","Bon Secours Community Hospital","ORANGE",74,2,238,1,1,20,223,1,19,39,198,0,160,1,33,0,54,1,5,77,50,0,0,42,32,2,54,17,118,107,11,10,10," NY",-74.6818346,41.3676682
"212","2009","Medina Memorial Hospital","ORLEANS",53,2,147,2,0,19,116,16,16,37,80,18,92,0,28,0,19,0,3,33,4,0,0,25,28,8,31,14,61,52,9,62,62," NY",-78.397594,43.223863
"213","2009","Oswego Hospital","OSWEGO",208,0,738,0,0,142,688,0,103,88,205,173,527,4,100,0,35,2,3,111,140,0,0,112,96,28,157,23,365,306,59,93,93," NY",-76.5163805,43.4537948
"214","2009","Aurelia Osborn Fox Memorial Hospital","OTSEGO",113,0,377,0,0,18,360,21,59,168,234,0,261,0,42,1,61,2,29,41,109,0,0,71,42,23,85,5,265,211,54,6,6," NY",-75.0522916,42.4578897
"215","2009","Mary Imogene Bassett Hospital","OTSEGO",172,0,717,0,0,113,705,153,179,134,341,502,544,15,106,1,13,2,44,143,103,0,0,81,91,14,125,33,495,457,38,60,60," NY",-74.9235838,42.6956943
"216","2009","Nyack Hospital","ROCKLAND",602,0,1933,0,0,27,1868,116,233,377,395,709,1328,51,308,2,144,1,69,528,323,0,0,345,257,29,482,89,1438,338,1100,87,87," NY",-73.9260511,41.0958962
"217","2009","Putnam Hospital Center","PUTNAM",147,0,419,0,0,63,377,135,119,85,72,101,271,8,82,0,105,1,161,48,25,0,0,73,74,0,138,6,331,212,119,98,98," NY",-73.6631781,41.3835529
"218","2009","Seton Health System-St Mary's Campus","RENSSELAER",160,0,752,0,0,30,749,22,118,226,234,443,590,26,100,1,22,1,11,264,37,0,0,86,74,3,122,35,532,439,93,108,108," NY",-73.678571,42.7402126
"219","2009","Samaritan Hospital","RENSSELAER",191,5,528,5,0,24,520,120,89,81,163,150,334,6,88,0,91,1,18,151,64,0,2,109,82,11,147,30,287,214,73,104,104," NY",-73.6720969,42.7336275
"220","2009","Good Samaritan Hospital of Suffern","ROCKLAND",406,1,2741,0,1,64,1997,210,289,483,107,477,1605,70,224,1,423,0,9,1071,200,0,0,254,152,9,292,97,1706,1364,342,42,42," NY",-74.1339973,41.1114834
"221","2009","Claxton-Hepburn Medical Center","ST LAWRENCE",188,0,386,0,0,71,366,74,80,22,210,1,198,7,88,0,77,0,9,71,78,0,0,107,81,25,152,11,255,250,5,22,22," NY",-75.4995175,44.6912242
"222","2009","Massena Memorial Hospital","ST LAWRENCE",106,0,298,0,0,19,281,35,74,69,143,0,191,1,47,0,18,2,1,68,42,0,0,60,46,4,87,15,155,130,25,61,61," NY",-74.9090203,44.9361552
"223","2009","Edward John Noble Hospital of Gouverneur","ST LAWRENCE",40,0,111,0,0,14,97,22,21,43,36,0,69,0,23,0,16,0,1,32,0,0,0,17,23,5,18,17,69,64,5,32,32," NY",-75.462993,44.3367281
"224","2009","Canton-Potsdam Hospital","ST LAWRENCE",136,1,307,1,0,36,302,4,49,40,100,42,170,2,62,0,34,1,0,49,57,0,0,76,60,10,108,18,225,220,5,16,16," NY",-74.9825672,44.6764714
"225","2009","Saratoga Hospital","SARATOGA",268,0,767,0,0,44,752,76,63,116,110,121,498,1,124,1,195,1,41,342,55,0,0,145,123,10,190,68,575,497,78,106,106," NY",-73.7976256,43.0862373
"226","2009","Ellis Hospital - Bellevue Woman's Care Center Division","SCHENECTADY",729,9,2448,7,2,30,2417,25,341,646,1566,90,1697,29,316,1,93,0,70,7,165,0,0,442,287,13,677,18,1706,1231,475,33,33," NY",-73.8810494,42.7924655
"227","2009","Corning Hospital","STEUBEN",148,4,403,4,0,29,393,63,93,75,196,0,255,3,64,1,43,1,0,133,41,0,0,87,61,15,108,24,263,197,66,27,27," NY",-77.0546903,42.1428521
"228","2009","Schuyler Hospital","SCHUYLER",71,0,191,0,0,3,123,1,45,19,120,87,120,0,25,0,3,2,0,12,45,0,0,46,25,10,59,2,139,133,6,107,107," NY",-76.8595452,42.352171
"229","2009","St James Mercy Hospital","STEUBEN",103,1,295,1,0,21,246,1,78,76,242,0,192,5,53,0,31,0,0,60,45,0,0,55,48,0,96,5,187,169,18,120,120," NY",-75.9687902,41.1790804
